60,'2022-03-01 17:34:48','2022-03-01 18:21:58',0,561,5
61,'2022-03-01 17:17:28','2022-03-01 18:18:58',0,39,42
62,'2022-03-01 17:13:31','2022-03-01 18:33:32',0,232,10
63,'2022-03-01 17:44:31','2022-03-01 19:59:45',0,93,51
64,'2022-03-01 17:18:35','2022-03-01 18:39:22',0,983,24
65,'2022-03-01 17:28:53','2022-03-01 18:48:37',0,539,6
66,'2022-03-01 17:31:36','2022-03-01 18:43:22',0,88,4
67,'2022-03-01 17:59:41','2022-03-01 18:29:48',0,556,3
68,'2022-03-01 17:39:21','2022-03-01 18:49:42',0,518,58
69,'2022-03-01 17:50:16','2022-03-01 19:10:39',0,767,31
70,'2022-03-01 17:42:14','2022-03-01 19:44:42',0,838,15
71,'2022-03-01 17:12:19','2022-03-01 18:12:54',0,944,27
72,'2022-03-01 17:16:58','2022-03-01 19:59:20',0,847,34
73,'2022-03-01 17:57:30','2022-03-01 19:50:48',0,752,2
74,'2022-03-01 17:22:46','2022-03-01 18:37:25',0,148,16
75,'2022-03-01 17:48:51','2022-03-01 19:50:26',0,3,23
76,'2022-03-01 17:41:33','2022-03-01 19:55:58',0,883,21
77,'2022-03-01 17:10:38','2022-03-01 19:36:32',0,135,22
78,'2022-03-01 17:44:52','2022-03-01 19:22:39',0,529,37
79,'2022-03-01 17:13:32','2022-03-01 19:58:37',0,377,17
80,'2022-03-01 17:17:32','2022-03-01 18:20:34',0,955,32
81,'2022-03-01 17:41:12','2022-03-01 18:35:31',0,730,52
82,'2022-03-01 17:55:10','2022-03-01 18:39:24',0,58,26
83,'2022-03-01 17:10:37','2022-03-01 18:43:59',0,722,60
84,'2022-03-01 17:26:13','2022-03-01 18:45:32',0,876,29
85,'2022-03-01 17:24:39','2022-03-01 19:20:52',0,17,45
86,'2022-03-01 17:38:30','2022-03-01 19:32:13',0,936,30
87,'2022-03-01 17:22:40','2022-03-01 19:23:25',0,929,47
88,'2022-03-01 17:20:41','2022-03-01 19:35:25',0,416,9
89,'2022-03-01 17:43:17','2022-03-01 19:59:30',0,747,36
90,'2022-03-01 17:49:47','2022-03-01 19:45:10',0,185,13
91,'2022-03-01 17:44:44','2022-03-01 18:29:57',0,949,43
92,'2022-03-01 17:35:39','2022-03-01 18:56:16',0,77,40
93,'2022-03-01 17:32:28','2022-03-01 18:24:45',0,571,33
94,'2022-03-01 17:33:42','2022-03-01 18:26:38',0,349,35
95,'2022-03-01 17:57:33','2022-03-01 18:59:46',0,521,8
96,'2022-03-01 17:24:58','2022-03-01 19:14:41',0,249,44
97,'2022-03-01 17:18:34','2022-03-01 18:40:20',0,597,7
98,'2022-03-01 17:12:51','2022-03-01 18:24:24',0,697,54
99,'2022-03-01 17:35:38','2022-03-01 19:10:26',0,897,1
100,'2022-03-01 17:55:33','2022-03-01 19:31:18',0,581,18
101,'2022-03-01 17:56:48','2022-03-01 18:58:24',0,491,20
102,'2022-03-01 17:36:55','2022-03-01 18:27:36',0,842,59
103,'2022-03-01 17:35:24','2022-03-01 18:27:15',0,756,46
104,'2022-03-01 17:40:39','2022-03-01 18:54:40',0,324,41
105,'2022-03-01 17:29:16','2022-03-01 18:15:55',0,54,11
106,'2022-03-01 17:24:29','2022-03-01 18:45:15',0,209,19
107,'2022-03-01 17:12:21','2022-03-01 19:44:50',0,85,14
108,'2022-03-01 17:47:22','2022-03-01 19:21:20',0,201,53
109,'2022-03-01 17:58:56','2022-03-01 19:35:17',0,658,55
110,'2022-03-01 17:33:47','2022-03-01 19:17:48',0,228,25
111,'2022-03-02 11:53:50','2022-03-02 12:47:42',0,835,10
112,'2022-03-02 11:26:42','2022-03-02 13:48:16',0,248,41
113,'2022-03-02 11:31:26','2022-03-02 13:44:31',0,676,25
114,'2022-03-02 11:35:36','2022-03-02 13:15:37',0,703,7
115,'2022-03-02 11:38:39','2022-03-02 13:51:45',0,885,14
116,'2022-03-02 11:55:50','2022-03-02 13:43:18',0,65,51
117,'2022-03-02 11:24:54','2022-03-02 12:27:55',0,96,22
118,'2022-03-02 11:31:54','2022-03-02 12:25:59',0,380,12
119,'2022-03-02 11:47:53','2022-03-02 12:57:38',0,763,44
120,'2022-03-02 11:35:26','2022-03-02 13:52:42',0,276,52
121,'2022-03-02 11:52:57','2022-03-02 13:57:51',0,519,30
122,'2022-03-02 11:39:56','2022-03-02 13:28:58',0,207,34
123,'2022-03-02 11:30:48','2022-03-02 12:29:50',0,738,31
124,'2022-03-02 11:22:35','2022-03-02 13:36:18',0,226,57
125,'2022-03-02 11:37:16','2022-03-02 12:45:12',0,477,33
126,'2022-03-02 11:36:20','2022-03-02 13:25:54',0,872,39
127,'2022-03-02 11:57:49','2022-03-02 12:59:31',0,841,24
128,'2022-03-02 11:59:27','2022-03-02 13:58:27',0,425,38
129,'2022-03-02 11:50:21','2022-03-02 13:20:37',0,603,8
130,'2022-03-02 11:30:30','2022-03-02 12:34:52',0,685,1
131,'2022-03-02 11:33:12','2022-03-02 12:33:13',0,1,53
132,'2022-03-02 11:34:25','2022-03-02 13:39:17',0,974,40
133,'2022-03-02 11:53:47','2022-03-02 12:26:28',0,166,29
134,'2022-03-02 11:43:13','2022-03-02 13:41:20',0,719,6
135,'2022-03-02 11:58:34','2022-03-02 12:52:25',0,867,18
136,'2022-03-02 11:17:36','2022-03-02 13:11:12',0,378,20
137,'2022-03-02 11:12:31','2022-03-02 12:13:12',0,57,2
138,'2022-03-02 11:47:12','2022-03-02 12:48:46',0,800,43
139,'2022-03-02 11:33:19','2022-03-02 12:20:49',0,646,46
140,'2022-03-02 11:17:14','2022-03-02 13:24:28',0,268,17
141,'2022-03-02 11:24:32','2022-03-02 12:56:27',0,997,5
142,'2022-03-02 11:54:38','2022-03-02 12:33:36',0,307,35
143,'2022-03-02 11:21:19','2022-03-02 12:48:58',0,311,48
144,'2022-03-02 11:29:47','2022-03-02 12:33:19',0,693,45
145,'2022-03-02 11:27:35','2022-03-02 12:59:42',0,197,15
146,'2022-03-02 11:25:23','2022-03-02 12:43:23',0,63,9
147,'2022-03-02 11:13:43','2022-03-02 12:41:18',0,776,16
148,'2022-03-02 11:41:46','2022-03-02 12:39:21',0,706,60
149,'2022-03-02 11:38:12','2022-03-02 13:58:17',0,152,19
150,'2022-03-02 11:43:59','2022-03-02 13:13:36',0,708,47
151,'2022-03-02 11:46:59','2022-03-02 12:35:53',0,598,11
152,'2022-03-02 11:51:16','2022-03-02 13:35:23',0,116,21
153,'2022-03-02 11:10:38','2022-03-02 12:13:32',0,332,54
154,'2022-03-02 11:37:34','2022-03-02 13:45:21',0,80,23
155,'2022-03-02 11:46:30','2022-03-02 13:55:51',0,290,59
156,'2022-03-02 11:45:48','2022-03-02 12:48:38',0,628,26
157,'2022-03-02 11:59:46','2022-03-02 13:55:14',0,392,49
158,'2022-03-02 11:17:28','2022-03-02 12:46:59',0,512,32
159,'2022-03-02 11:19:11','2022-03-02 12:33:35',0,897,28
160,'2022-03-02 11:28:57','2022-03-02 12:17:53',0,977,58
161,'2022-03-02 11:51:10','2022-03-02 13:17:30',0,153,27
162,'2022-03-02 11:58:25','2022-03-02 13:48:21',0,343,37
163,'2022-03-02 11:41:38','2022-03-02 12:14:39',0,596,36
164,'2022-03-02 11:18:55','2022-03-02 13:48:32',0,330,42
165,'2022-03-02 11:38:11','2022-03-02 13:14:45',0,496,55
166,'2022-03-02 11:57:50','2022-03-02 12:36:42',0,756,4
167,'2022-03-02 17:49:51','2022-03-02 19:56:10',0,670,57
168,'2022-03-02 17:12:39','2022-03-02 19:10:36',0,257,13
169,'2022-03-02 17:31:51','2022-03-02 18:48:36',0,224,36
170,'2022-03-02 17:49:43','2022-03-02 18:26:32',0,172,52
171,'2022-03-02 17:53:13','2022-03-02 19:47:12',0,951,60
172,'2022-03-02 17:39:16','2022-03-02 19:28:39',0,789,39
173,'2022-03-02 17:20:24','2022-03-02 18:20:25',0,509,14
174,'2022-03-02 17:55:51','2022-03-02 18:30:51',0,472,17
175,'2022-03-02 17:43:40','2022-03-02 19:34:40',0,234,32
176,'2022-03-02 17:25:29','2022-03-02 18:47:44',0,516,3
177,'2022-03-02 17:12:59','2022-03-02 18:53:45',0,526,1
178,'2022-03-02 17:27:59','2022-03-02 18:37:23',0,170,25
179,'2022-03-02 17:15:12','2022-03-02 19:28:28',0,339,2
180,'2022-03-02 17:59:20','2022-03-02 18:15:53',0,597,30
181,'2022-03-02 17:47:17','2022-03-02 19:59:16',0,325,37
182,'2022-03-02 17:30:16','2022-03-02 18:10:17',0,141,49
183,'2022-03-02 17:30:54','2022-03-02 18:22:42',0,702,38
184,'2022-03-02 17:58:55','2022-03-02 19:42:44',0,615,26
185,'2022-03-02 17:23:22','2022-03-02 19:48:17',0,893,18
186,'2022-03-02 17:16:47','2022-03-02 19:17:16',0,867,48
187,'2022-03-02 17:13:19','2022-03-02 18:37:18',0,92,59
188,'2022-03-02 17:34:16','2022-03-02 19:33:37',0,783,10
189,'2022-03-02 17:24:55','2022-03-02 19:11:36',0,330,51
190,'2022-03-02 17:30:19','2022-03-02 19:30:16',0,233,24
191,'2022-03-02 17:53:55','2022-03-02 19:16:55',0,17,31
192,'2022-03-02 17:37:16','2022-03-02 19:37:59',0,745,5
193,'2022-03-02 17:31:36','2022-03-02 18:45:24',0,202,4
194,'2022-03-02 17:31:15','2022-03-02 18:29:19',0,487,9
195,'2022-03-02 17:35:24','2022-03-02 18:19:47',0,825,56
196,'2022-03-02 17:48:33','2022-03-02 19:24:13',0,408,19
197,'2022-03-02 17:27:42','2022-03-02 19:46:49',0,491,23
198,'2022-03-02 17:38:47','2022-03-02 19:54:12',0,707,47
199,'2022-03-02 17:10:50','2022-03-02 18:27:39',0,334,28
200,'2022-03-02 17:58:38','2022-03-02 18:28:16',0,941,46
201,'2022-03-02 17:35:36','2022-03-02 18:52:21',0,955,6
202,'2022-03-02 17:55:59','2022-03-02 18:42:42',0,826,45
203,'2022-03-02 17:10:18','2022-03-02 18:33:13',0,486,43
204,'2022-03-02 17:39:34','2022-03-02 18:13:45',0,46,22
205,'2022-03-02 17:24:30','2022-03-02 19:47:12',0,930,58
206,'2022-03-02 17:40:40','2022-03-02 18:20:23',0,933,33
207,'2022-03-02 17:52:11','2022-03-02 18:29:21',0,550,8
208,'2022-03-02 17:56:41','2022-03-02 18:55:24',0,86,41
209,'2022-03-02 17:30:38','2022-03-02 18:16:15',0,255,21
210,'2022-03-02 17:19:26','2022-03-02 19:25:59',0,145,42
211,'2022-03-02 17:34:20','2022-03-02 19:43:14',0,68,11
212,'2022-03-02 17:41:23','2022-03-02 19:31:21',0,226,16
213,'2022-03-02 17:19:17','2022-03-02 18:10:59',0,266,35
214,'2022-03-02 17:14:18','2022-03-02 18:58:46',0,812,40
215,'2022-03-02 17:43:29','2022-03-02 18:35:19',0,711,15
216,'2022-03-02 17:28:10','2022-03-02 19:28:12',0,691,50
217,'2022-03-02 17:48:30','2022-03-02 19:52:51',0,869,34
218,'2022-03-02 17:10:44','2022-03-02 18:46:42',0,90,27
219,'2022-03-02 17:48:11','2022-03-02 18:56:31',0,802,53
220,'2022-03-02 17:52:32','2022-03-02 18:19:40',0,786,12
221,'2022-03-02 17:21:38','2022-03-02 18:10:45',0,18,54
222,'2022-03-02 17:37:30','2022-03-02 19:57:52',0,782,44
223,'2022-03-02 17:47:26','2022-03-02 18:22:13',0,680,29
224,'2022-03-02 17:55:50','2022-03-02 19:44:45',0,451,55
225,'2022-03-02 17:29:34','2022-03-02 18:59:49',0,307,20
226,'2022-03-03 11:52:41','2022-03-03 13:44:27',0,362,23
227,'2022-03-03 11:42:19','2022-03-03 12:50:46',0,420,58
228,'2022-03-03 11:47:13','2022-03-03 12:12:22',0,12,4
229,'2022-03-03 11:51:30','2022-03-03 12:37:21',0,110,44
230,'2022-03-03 11:30:39','2022-03-03 12:41:41',0,863,54
231,'2022-03-03 11:11:35','2022-03-03 13:33:57',0,961,18
232,'2022-03-03 11:48:48','2022-03-03 13:35:39',0,705,49
233,'2022-03-03 11:41:49','2022-03-03 13:12:10',0,901,45
234,'2022-03-03 11:33:21','2022-03-03 12:35:27',0,407,43
235,'2022-03-03 11:38:40','2022-03-03 12:35:11',0,23,16
236,'2022-03-03 11:43:19','2022-03-03 13:31:38',0,71,51
237,'2022-03-03 11:11:16','2022-03-03 13:46:49',0,90,41
238,'2022-03-03 11:52:39','2022-03-03 12:16:42',0,348,52
239,'2022-03-03 11:15:49','2022-03-03 13:57:11',0,470,55
240,'2022-03-03 11:12:53','2022-03-03 13:49:31',0,724,28
241,'2022-03-03 11:38:17','2022-03-03 13:44:34',0,223,48
242,'2022-03-03 11:11:13','2022-03-03 12:32:17',0,247,2
243,'2022-03-03 11:49:59','2022-03-03 12:11:34',0,415,35
244,'2022-03-03 11:40:28','2022-03-03 13:55:46',0,652,15
245,'2022-03-03 11:52:38','2022-03-03 13:23:41',0,607,24
246,'2022-03-03 11:34:33','2022-03-03 12:28:24',0,322,31
247,'2022-03-03 11:40:14','2022-03-03 12:31:57',0,48,6
248,'2022-03-03 11:28:17','2022-03-03 12:15:13',0,650,1
249,'2022-03-03 11:59:32','2022-03-03 12:10:30',0,789,36
250,'2022-03-03 11:30:38','2022-03-03 13:36:51',0,870,25
251,'2022-03-03 11:44:27','2022-03-03 13:30:59',0,697,12
252,'2022-03-03 11:54:32','2022-03-03 13:47:25',0,528,33
253,'2022-03-03 11:39:23','2022-03-03 12:42:25',0,251,9
254,'2022-03-03 11:20:20','2022-03-03 12:47:44',0,942,53
255,'2022-03-03 11:30:33','2022-03-03 12:56:33',0,16,5
256,'2022-03-03 11:53:53','2022-03-03 13:32:51',0,428,37
257,'2022-03-03 11:11:20','2022-03-03 12:21:55',0,174,40
258,'2022-03-03 11:30:37','2022-03-03 13:24:51',0,377,39
259,'2022-03-03 11:10:16','2022-03-03 12:47:17',0,423,13
260,'2022-03-03 11:30:55','2022-03-03 13:53:26',0,830,26
261,'2022-03-03 11:37:22','2022-03-03 13:49:10',0,449,38
262,'2022-03-03 11:58:28','2022-03-03 13:36:33',0,850,21
263,'2022-03-03 11:28:15','2022-03-03 12:59:28',0,47,34
264,'2022-03-03 11:15:21','2022-03-03 12:18:53',0,587,56
265,'2022-03-03 11:57:14','2022-03-03 13:39:43',0,54,57
266,'2022-03-03 11:57:49','2022-03-03 13:39:42',0,129,30
267,'2022-03-03 11:24:58','2022-03-03 12:27:15',0,791,7
268,'2022-03-03 11:14:58','2022-03-03 12:41:51',0,371,42
269,'2022-03-03 11:37:36','2022-03-03 12:13:56',0,864,60
270,'2022-03-03 11:53:44','2022-03-03 13:41:52',0,529,59
271,'2022-03-03 11:40:45','2022-03-03 12:26:39',0,249,11
272,'2022-03-03 11:42:27','2022-03-03 13:15:57',0,780,27
273,'2022-03-03 11:42:58','2022-03-03 13:47:56',0,469,32
274,'2022-03-03 11:12:16','2022-03-03 13:31:12',0,59,14
275,'2022-03-03 11:31:28','2022-03-03 12:59:43',0,728,3
276,'2022-03-03 17:47:44','2022-03-03 18:14:13',0,679,11
277,'2022-03-03 17:30:29','2022-03-03 19:35:13',0,479,46
278,'2022-03-03 17:14:21','2022-03-03 19:36:59',0,389,34
279,'2022-03-03 17:51:19','2022-03-03 18:10:16',0,482,40
280,'2022-03-03 17:15:48','2022-03-03 19:57:50',0,975,14
281,'2022-03-03 17:44:47','2022-03-03 18:43:40',0,632,17
282,'2022-03-03 17:59:23','2022-03-03 19:51:29',0,961,8
283,'2022-03-03 17:48:28','2022-03-03 18:19:23',0,792,57
284,'2022-03-03 17:30:10','2022-03-03 18:22:38',0,631,38
285,'2022-03-03 17:33:41','2022-03-03 18:27:39',0,49,54
286,'2022-03-03 17:21:21','2022-03-03 19:36:31',0,295,20
287,'2022-03-03 17:22:31','2022-03-03 19:17:25',0,560,9
288,'2022-03-03 17:10:46','2022-03-03 18:36:31',0,727,27
289,'2022-03-03 17:42:18','2022-03-03 19:50:52',0,268,43
290,'2022-03-03 17:21:55','2022-03-03 19:24:35',0,296,24
291,'2022-03-03 17:37:20','2022-03-03 18:38:59',0,111,13
292,'2022-03-03 17:51:37','2022-03-03 18:58:43',0,1000,3
293,'2022-03-03 17:20:12','2022-03-03 19:15:31',0,301,41
294,'2022-03-03 17:45:22','2022-03-03 19:50:30',0,670,16
295,'2022-03-03 17:21:15','2022-03-03 18:17:48',0,508,12
296,'2022-03-03 17:42:17','2022-03-03 18:43:14',0,518,15
297,'2022-03-03 17:19:29','2022-03-03 19:23:46',0,280,35
298,'2022-03-03 17:37:30','2022-03-03 19:39:26',0,997,19
299,'2022-03-03 17:38:49','2022-03-03 19:43:49',0,639,55
300,'2022-03-03 17:29:20','2022-03-03 19:45:13',0,974,10
301,'2022-03-03 17:20:37','2022-03-03 19:40:40',0,124,47
302,'2022-03-03 17:22:33','2022-03-03 18:56:47',0,624,4
303,'2022-03-03 17:18:53','2022-03-03 19:45:22',0,50,53
304,'2022-03-03 17:37:24','2022-03-03 18:55:42',0,355,39
305,'2022-03-03 17:30:55','2022-03-03 18:24:57',0,566,28
306,'2022-03-03 17:28:54','2022-03-03 18:58:39',0,667,2
307,'2022-03-03 17:25:25','2022-03-03 18:35:51',0,739,48
308,'2022-03-03 17:26:18','2022-03-03 18:57:59',0,142,42
309,'2022-03-03 17:43:38','2022-03-03 18:24:41',0,257,37
310,'2022-03-03 17:33:36','2022-03-03 19:33:27',0,896,29
311,'2022-03-03 17:52:30','2022-03-03 19:54:53',0,283,23
312,'2022-03-03 17:54:57','2022-03-03 18:50:24',0,663,49
313,'2022-03-03 17:12:42','2022-03-03 18:14:39',0,263,26
314,'2022-03-03 17:17:41','2022-03-03 19:30:11',0,884,30
315,'2022-03-03 17:54:39','2022-03-03 18:44:50',0,489,5
316,'2022-03-03 17:59:31','2022-03-03 19:51:40',0,604,22
317,'2022-03-03 17:29:40','2022-03-03 18:58:19',0,514,60
318,'2022-03-03 17:27:49','2022-03-03 19:14:51',0,526,50
319,'2022-03-04 11:47:25','2022-03-04 12:52:14',0,594,33
320,'2022-03-04 11:32:46','2022-03-04 12:37:21',0,820,26
321,'2022-03-04 11:45:24','2022-03-04 12:18:36',0,954,29
322,'2022-03-04 11:43:45','2022-03-04 13:27:32',0,867,22
323,'2022-03-04 11:59:53','2022-03-04 12:32:52',0,220,53
324,'2022-03-04 11:34:44','2022-03-04 13:14:28',0,335,36
325,'2022-03-04 11:16:33','2022-03-04 13:25:51',0,347,58
326,'2022-03-04 11:58:34','2022-03-04 13:18:45',0,255,40
327,'2022-03-04 11:32:22','2022-03-04 13:11:36',0,694,52
328,'2022-03-04 11:59:32','2022-03-04 12:54:39',0,649,43
329,'2022-03-04 11:50:30','2022-03-04 13:40:48',0,389,6
330,'2022-03-04 11:38:16','2022-03-04 13:41:48',0,297,39
331,'2022-03-04 11:34:36','2022-03-04 12:23:49',0,180,11
332,'2022-03-04 11:19:35','2022-03-04 13:50:50',0,899,18
333,'2022-03-04 11:53:41','2022-03-04 12:40:52',0,312,54
334,'2022-03-04 11:33:40','2022-03-04 12:55:52',0,162,20
335,'2022-03-04 11:17:46','2022-03-04 12:56:21',0,902,7
336,'2022-03-04 11:50:19','2022-03-04 12:18:46',0,632,8
337,'2022-03-04 11:59:16','2022-03-04 13:56:31',0,224,42
338,'2022-03-04 11:33:43','2022-03-04 13:42:16',0,577,31
339,'2022-03-04 11:43:51','2022-03-04 12:39:30',0,768,38
340,'2022-03-04 11:56:36','2022-03-04 12:46:38',0,78,50
341,'2022-03-04 11:55:59','2022-03-04 12:46:13',0,940,48
342,'2022-03-04 11:51:47','2022-03-04 12:52:46',0,553,15
343,'2022-03-04 11:48:10','2022-03-04 13:45:55',0,613,2
344,'2022-03-04 11:55:52','2022-03-04 12:23:44',0,887,13
345,'2022-03-04 11:18:40','2022-03-04 12:44:14',0,12,32
346,'2022-03-04 11:28:33','2022-03-04 13:50:49',0,631,30
347,'2022-03-04 11:32:12','2022-03-04 12:21:24',0,28,16
348,'2022-03-04 11:44:41','2022-03-04 13:52:10',0,697,51
349,'2022-03-04 11:21:16','2022-03-04 13:23:56',0,6,57
350,'2022-03-04 11:19:15','2022-03-04 13:16:10',0,441,44
351,'2022-03-04 11:31:32','2022-03-04 13:54:56',0,252,46
352,'2022-03-04 11:59:23','2022-03-04 13:31:51',0,226,49
353,'2022-03-04 11:35:37','2022-03-04 12:36:56',0,104,4
354,'2022-03-04 11:35:42','2022-03-04 12:21:26',0,229,37
355,'2022-03-04 11:46:44','2022-03-04 12:49:51',0,969,17
356,'2022-03-04 11:57:44','2022-03-04 12:20:24',0,143,1
357,'2022-03-04 11:40:18','2022-03-04 13:50:36',0,655,41
358,'2022-03-04 11:24:58','2022-03-04 12:33:36',0,719,19
359,'2022-03-04 11:56:31','2022-03-04 12:47:29',0,325,47
360,'2022-03-04 11:45:11','2022-03-04 12:31:10',0,96,24
361,'2022-03-04 11:23:39','2022-03-04 12:49:32',0,184,5
362,'2022-03-04 11:33:22','2022-03-04 13:37:46',0,929,12
363,'2022-03-04 11:57:34','2022-03-04 12:52:46',0,458,21
364,'2022-03-04 17:17:38','2022-03-04 18:23:26',0,538,14
365,'2022-03-04 17:15:25','2022-03-04 19:41:54',0,851,51
366,'2022-03-04 17:38:24','2022-03-04 19:14:41',0,554,48
367,'2022-03-04 17:14:34','2022-03-04 19:41:44',0,402,31
368,'2022-03-04 17:38:14','2022-03-04 19:33:49',0,770,32
369,'2022-03-04 17:32:24','2022-03-04 19:56:21',0,100,30
370,'2022-03-04 17:23:48','2022-03-04 18:40:35',0,960,11
371,'2022-03-04 17:24:22','2022-03-04 18:52:52',0,610,43
372,'2022-03-04 17:55:21','2022-03-04 19:47:44',0,210,1
373,'2022-03-04 17:30:51','2022-03-04 19:42:39',0,635,21
374,'2022-03-04 17:10:23','2022-03-04 19:42:55',0,727,2
375,'2022-03-04 17:17:39','2022-03-04 18:54:14',0,78,20
376,'2022-03-04 17:44:29','2022-03-04 19:47:49',0,819,27
377,'2022-03-04 17:58:29','2022-03-04 19:43:52',0,764,13
378,'2022-03-04 17:36:49','2022-03-04 19:45:37',0,302,8
379,'2022-03-04 17:27:24','2022-03-04 19:47:56',0,349,56
380,'2022-03-04 17:40:22','2022-03-04 19:59:45',0,262,22
381,'2022-03-04 17:15:35','2022-03-04 19:16:52',0,382,57
382,'2022-03-04 17:45:41','2022-03-04 18:47:30',0,883,38
383,'2022-03-04 17:48:38','2022-03-04 19:29:24',0,618,37
384,'2022-03-04 17:38:59','2022-03-04 18:13:43',0,339,34
385,'2022-03-04 17:50:22','2022-03-04 18:10:54',0,403,45
386,'2022-03-04 17:48:32','2022-03-04 19:31:45',0,680,9
387,'2022-03-04 17:34:14','2022-03-04 18:21:32',0,334,28
388,'2022-03-04 17:53:29','2022-03-04 19:11:47',0,998,40
389,'2022-03-04 17:18:34','2022-03-04 19:21:52',0,424,24
390,'2022-03-04 17:33:50','2022-03-04 19:21:14',0,289,44
391,'2022-03-04 17:48:58','2022-03-04 19:24:29',0,929,19
392,'2022-03-04 17:54:42','2022-03-04 18:45:13',0,494,5
393,'2022-03-04 17:41:14','2022-03-04 18:51:28',0,626,3
394,'2022-03-04 17:22:51','2022-03-04 18:45:49',0,559,18
395,'2022-03-04 17:44:28','2022-03-04 19:11:50',0,69,33
396,'2022-03-04 17:12:19','2022-03-04 19:48:12',0,867,53
397,'2022-03-04 17:46:41','2022-03-04 19:59:51',0,34,60
398,'2022-03-04 17:46:32','2022-03-04 19:53:37',0,624,55
399,'2022-03-04 17:46:54','2022-03-04 19:40:59',0,496,25
